Year,Month,Month_Name,Date,Day_of_Week,Day_of_Month,Season,Rush_Period,Is_Weekend,Start_Station_Code,End_Station_Code,Number_of_Rides
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32005,D32004,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32005,D32005,3
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32005,D32009,2
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32005,D32042,2
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32006,C32003,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32006,C32007,2
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32006,D32005,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32007,A32010,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32007,C32007,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32007,D32003,4
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32007,D32006,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32007,D32008,3
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32007,D32010,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32008,A32001,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32008,A32009,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32008,B32000,2
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32008,B32007,2
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32008,B32008,3
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32008,B32016,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32008,C32003,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32008,C32006,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32008,D32002,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32008,D32003,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32008,D32004,2
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32008,D32005,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32008,D32009,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32008,D32042,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32010,A32001,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32010,A32009,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32010,A32012,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32010,B32005,2
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32010,B32010,6
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32010,B32016,2
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32010,D32042,3
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32010,NA,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32011,A32009,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32011,B32005,2
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32011,B32007,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32011,B32010,2
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32011,B32011,2
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32011,B32015,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32011,D32005,2
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32011,D32011,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32011,D32042,6
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32011,NA,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32012,B32005,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32012,B32012,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32014,A32010,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32014,C32003,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32014,D32003,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32014,D32005,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32014,D32011,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32015,A32004,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32015,A32010,2
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32015,B32000,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32015,B32007,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32015,B32010,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32015,B32011,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32015,B32015,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32015,D32011,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32015,NA,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32016,A32002,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32016,A32012,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32016,B32010,2
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32016,B32016,2
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32016,C32002,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32016,C32006,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32016,C32007,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32016,D32003,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32016,D32005,2
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32016,D32011,4
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32016,D32013,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32036,B32015,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,B32036,D32005,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,C32001,B32003,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,C32001,C32001,3
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,C32001,D32005,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,C32002,A32010,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,C32002,B32005,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,C32002,B32011,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,C32002,D32002,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,C32003,A32002,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,C32003,A32009,2
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,C32003,A32010,2
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,C32003,B32002,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,C32003,C32003,3
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,C32003,D32005,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,C32003,D32042,2
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,C32003,NA,2
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,C32006,A32010,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,C32006,B32000,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,C32006,B32016,2
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,C32006,C32003,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,C32007,A32004,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,C32007,B32006,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,C32007,C32003,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,C32007,C32007,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,C32007,D32011,2
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,C32007,D32042,3
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32000,A32002,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32000,A32010,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32000,B32016,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32000,D32000,7
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32000,D32005,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32002,C32006,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32002,D32002,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32002,NA,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32003,A32010,2
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32003,B32000,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32003,B32004,5
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32003,B32007,2
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32003,B32036,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32003,D32003,3
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32003,D32008,2
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32003,D32010,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32004,A32009,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32004,A32010,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32004,B32000,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32004,B32014,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32004,C32001,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32004,C32003,2
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32004,D32000,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32004,D32003,2
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32004,D32005,2
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32004,D32006,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32005,A32003,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32005,A32010,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32005,B32000,2
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32005,B32004,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32005,B32006,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32005,B32008,2
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32005,B32010,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32005,B32011,2
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32005,B32015,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32005,C32001,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32005,C32002,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32005,C32003,2
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32005,C32006,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32005,D32000,3
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32005,D32003,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32005,D32005,5
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32005,D32013,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32005,D32042,3
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32006,A32010,2
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32006,B32004,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32006,D32003,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32006,D32006,2
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32006,D32010,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32006,D32012,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32008,A32010,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32008,B32007,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32008,B32011,2
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32008,D32000,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32008,D32003,3
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32008,D32004,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32008,D32005,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32008,D32010,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32008,D32013,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32008,D32042,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32009,A32010,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32009,D32000,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32009,D32003,2
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32009,D32009,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32009,D32011,2
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32010,A32010,2
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32010,D32004,3
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32010,D32011,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32011,A32009,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32011,B32006,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32011,B32008,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32011,B32010,2
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32011,B32014,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32011,C32007,2
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32011,D32004,2
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32011,D32009,2
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32011,D32010,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32011,D32013,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32012,B32011,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32012,B32016,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32012,D32003,3
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32012,D32006,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32012,D32012,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32013,A32010,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32013,B32004,2
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32013,B32008,2
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32013,B32011,2
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32013,B32014,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32013,C32007,3
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32013,D32003,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32013,NA,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32042,A32010,4
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32042,B32000,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32042,B32008,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32042,B32016,2
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32042,C32003,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32042,C32007,2
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32042,D32000,2
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32042,D32003,2
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32042,D32005,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,D32042,D32042,2
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,NA,B32000,2
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,NA,B32010,1
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,NA,B32015,2
2011,8,August,2011-08-10,Wednesday,10,Summer,PM,FALSE,NA,NA,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,A32001,A32012,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,A32001,B32010,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,A32004,B32010,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,A32004,D32013,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,A32005,B32016,2
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,A32009,A32003,2
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,A32009,A32004,2
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,A32009,B32000,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,A32009,B32003,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,A32009,B32007,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,A32009,B32036,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,A32009,C32003,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,A32009,C32007,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,A32009,D32004,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,A32009,D32012,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,A32010,A32010,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,A32010,B32004,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,A32010,B32008,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,A32010,C32003,2
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,A32010,D32003,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,A32010,D32006,3
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,A32010,D32008,3
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,A32010,D32012,2
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,A32010,D32013,3
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,A32010,D32042,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,A32012,A32006,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,A32012,B32007,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,A32012,B32011,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,A32012,B32014,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,A32012,D32004,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,B32000,A32010,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,B32000,B32000,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,B32000,B32006,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,B32000,D32013,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,B32002,A32004,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,B32002,B32002,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,B32004,A32010,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,B32004,D32005,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,B32005,A32002,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,B32005,A32010,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,B32005,B32006,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,B32005,C32002,2
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,B32005,D32005,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,B32006,B32011,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,B32006,D32005,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,B32007,A32010,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,B32007,D32003,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,B32007,D32009,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,B32007,D32012,3
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,B32008,A32010,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,B32008,B32000,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,B32008,C32007,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,B32010,B32016,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,B32010,C32006,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,B32010,D32042,2
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,B32011,A32010,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,B32011,B32015,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,B32011,D32000,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,B32012,A32004,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,B32012,B32003,2
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,B32012,B32010,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,B32014,D32010,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,B32015,A32004,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,B32015,B32002,2
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,B32015,D32012,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,B32015,D32013,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,B32016,B32006,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,B32016,B32015,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,B32016,B32016,5
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,B32016,C32003,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,B32016,D32004,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,B32016,D32005,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,B32016,D32008,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,B32016,D32012,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,B32016,D32013,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,B32016,D32042,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,B32016,NA,2
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,B32036,B32008,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,B32036,B32036,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,C32003,A32003,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,C32003,B32000,2
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,C32003,B32008,2
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,C32003,B32036,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,C32003,C32002,2
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,C32003,C32006,4
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,C32003,C32007,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,C32003,D32000,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,C32003,D32003,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,C32003,D32005,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,C32003,D32012,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,C32006,A32009,2
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,C32006,A32010,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,C32006,B32000,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,C32006,B32003,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,C32006,B32008,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,C32006,D32000,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,C32006,D32004,3
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,C32006,D32005,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,C32006,D32008,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,C32006,D32042,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,C32007,A32010,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,C32007,C32002,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,C32007,C32007,3
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,C32007,D32004,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,D32000,A32010,3
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,D32000,B32000,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,D32000,B32006,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,D32000,B32014,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,D32000,D32008,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,D32000,D32042,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,D32001,D32001,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,D32003,A32010,6
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,D32003,B32000,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,D32003,B32002,1
2011,8,August,2011-08-11,Thursday,11,Summer,AM,FALSE,D32003,B32003,2
